App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,comment_mean,comment_count
BeWild Free Dating & Chat App,DATING,3.4,1999,8.0M,"100,000+",Free,0,Mature 17+,Dating,"February 3, 2017",1.6.5,4.2 and up,0.17037221276530487,38
"FastMeet: Chat, Dating, Love",DATING,4.2,22544,5.9M,"1,000,000+",Free,0,Mature 17+,Dating,"July 27, 2018",1.31.4,4.0.3 and up,0.3441734006734006,75
"FastMeet: Chat, Dating, Love",DATING,4.2,22545,5.9M,"1,000,000+",Free,0,Mature 17+,Dating,"July 27, 2018",1.31.4,4.0.3 and up,0.3441734006734006,75
"Free Dating App - YoCutie - Flirt, Chat & Meet",DATING,4.1,97684,7.9M,"1,000,000+",Free,0,Mature 17+,Dating,"July 10, 2018",1.230,4.0.3 and up,0.11783620099298064,59
"Free Dating App - YoCutie - Flirt, Chat & Meet",DATING,4.1,97699,7.9M,"1,000,000+",Free,0,Mature 17+,Dating,"July 10, 2018",1.230,4.0.3 and up,0.11783620099298064,59
Dating for 50 plus Mature Singles – FINALLY,DATING,4.6,13046,13M,"500,000+",Free,0,Mature 17+,Dating,"July 31, 2018",4.17.2,4.1 and up,0.3325396825396825,7
Dating for 50 plus Mature Singles – FINALLY,DATING,4.6,13049,13M,"500,000+",Free,0,Mature 17+,Dating,"July 31, 2018",4.17.2,4.1 and up,0.3325396825396825,7
Christian Dating For Free App,DATING,3.9,8722,13M,"500,000+",Free,0,Mature 17+,Dating,"June 20, 2018",15.8,4.1 and up,0.09802603289938565,76
Christian Dating For Free App,DATING,3.9,8723,13M,"500,000+",Free,0,Mature 17+,Dating,"June 20, 2018",15.8,4.1 and up,0.09802603289938565,76
"Hide App, Private Dating, Safe Chat - PrivacyHider",DATING,4.4,35206,7.2M,"1,000,000+",Free,0,Everyone,Dating,"May 21, 2018",2.9.6,4.0 and up,-0.06963979416809607,53
"Hide App, Private Dating, Safe Chat - PrivacyHider",DATING,4.4,35205,7.2M,"1,000,000+",Free,0,Everyone,Dating,"May 21, 2018",2.9.6,4.0 and up,-0.06963979416809607,53
Free Dating App - Meet Local Singles - Flirt Chat,DATING,4.1,825,Varies with device,"100,000+",Free,0,Mature 17+,Dating,"December 28, 2017",1.0.5,4.0 and up,-0.05032583295642997,67
Free Dating App - Meet Local Singles - Flirt Chat,DATING,4.1,825,Varies with device,"100,000+",Free,0,Mature 17+,Dating,"December 28, 2017",1.0.5,4.0 and up,-0.05032583295642997,67
"Chat Rooms, Avatars, Date - Galaxy",DATING,4.3,135418,Varies with device,"10,000,000+",Free,0,Mature 17+,Dating,"July 7, 2018",Varies with device,Varies with device,0.13805248558538036,74
"Chat Rooms, Avatars, Date - Galaxy",DATING,4.3,135420,Varies with device,"10,000,000+",Free,0,Mature 17+,Dating,"July 7, 2018",Varies with device,Varies with device,0.13805248558538036,74
Gay Sugar Daddy Dating & Hookup – Sudy Gay,DATING,4.1,2212,41M,"100,000+",Free,0,Mature 17+,Dating,"June 20, 2018",2.0.5,4.0.3 and up,0.20086835232668565,78
Gay Sugar Daddy Dating & Hookup – Sudy Gay,DATING,4.1,2212,41M,"100,000+",Free,0,Mature 17+,Dating,"June 20, 2018",2.0.5,4.0.3 and up,0.20086835232668565,78
BBWCupid - BBW Dating App,DATING,3.5,241,2.8M,"50,000+",Free,0,Mature 17+,Dating,"June 1, 2018",2.2.0.1748,5.0 and up,0.12691173304809672,39
ChatVideo Meet new people,DATING,4.2,63986,20M,"5,000,000+",Free,0,Mature 17+,Dating,"May 31, 2018",3.0.15,4.0 and up,0.23191982566982564,37
FlirtChat - ♥Free Dating/Flirting App♥,DATING,4.3,2430,13M,"500,000+",Free,0,Mature 17+,Dating,"July 26, 2018",12.0.4,4.1 and up,0.4209925788497217,70
FlirtChat - ♥Free Dating/Flirting App♥,DATING,4.3,2433,13M,"500,000+",Free,0,Mature 17+,Dating,"July 26, 2018",12.0.4,4.1 and up,0.4209925788497217,70
"Herpes Dating: 1,000K+ Singles",DATING,4.0,738,27M,"10,000+",Free,0,Mature 17+,Dating,"August 1, 2018",6.4.1,4.1 and up,0.1741083044249897,32
95Live -SG#1 Live Streaming App,DATING,4.1,4953,15M,"1,000,000+",Free,0,Teen,Dating,"August 1, 2018",8.7.2,4.2 and up,0.06900233100233102,78
95Live -SG#1 Live Streaming App,DATING,4.1,4954,15M,"1,000,000+",Free,0,Teen,Dating,"August 1, 2018",8.7.2,4.2 and up,0.06900233100233102,78
2RedBeans,DATING,4.0,337,32M,"10,000+",Free,0,Mature 17+,Dating,"July 31, 2018",2.8.0,4.3 and up,0.41219917902610204,39
"BiggerCity: Chat for gay bears, chubs & chasers",DATING,4.1,923,44M,"100,000+",Free,0,Mature 17+,Dating,"August 2, 2018",3.4.1.1,4.1 and up,0.21167546399141793,40
Herpes Positive Singles Dating,DATING,4.4,198,28M,"10,000+",Free,0,Mature 17+,Dating,"May 18, 2018",5.5.7,4.1 and up,0.3066502396413111,28
BBW Dating & Curvy Singles Chat- LargeFriends,DATING,4.4,218,27M,"10,000+",Free,0,Mature 17+,Dating,"July 23, 2018",5.2.9,4.1 and up,0.18276632996632997,75
BBW Dating & Curvy Singles Chat- LargeFriends,DATING,4.4,218,27M,"10,000+",Free,0,Mature 17+,Dating,"July 23, 2018",5.2.9,4.1 and up,0.18276632996632997,75
Hitwe - meet people and chat,DATING,4.2,243950,21M,"10,000,000+",Free,0,Mature 17+,Dating,"May 10, 2018",4.3.2,4.1 and up,-0.13945601851851852,9
FERZU - Furries Social Network,DATING,3.9,1576,Varies with device,"10,000+",Free,0,Mature 17+,Dating,"February 16, 2018",4.4.1,4.1 and up,0.08186532214817473,39
"2Date Dating App, Love and matching",DATING,4.4,41605,8.1M,"500,000+",Free,0,Mature 17+,Dating,"July 26, 2018",4.813,4.0.3 and up,0.28026717026523523,38
Free Live Talk-Video Call,DATING,4.7,158,4.5M,"10,000+",Free,0,Mature 17+,Dating,"July 5, 2018",8.2,4.0.3 and up,-0.1,1
Duolingo: Learn Languages Free,EDUCATION,4.7,6289924,Varies with device,"100,000,000+",Free,0,Everyone,Education;Education,"August 1, 2018",Varies with device,Varies with device,0.20040773809523824,240
Duolingo: Learn Languages Free,EDUCATION,4.7,6290507,Varies with device,"100,000,000+",Free,0,Everyone,Education;Education,"August 1, 2018",Varies with device,Varies with device,0.20040773809523824,240
Duolingo: Learn Languages Free,EDUCATION,4.7,6290507,Varies with device,"100,000,000+",Free,0,Everyone,Education;Education,"August 1, 2018",Varies with device,Varies with device,0.20040773809523824,240
Duolingo: Learn Languages Free,EDUCATION,4.7,6290507,Varies with device,"100,000,000+",Free,0,Everyone,Education;Education,"August 1, 2018",Varies with device,Varies with device,0.20040773809523824,240
Duolingo: Learn Languages Free,FAMILY,4.7,6294400,Varies with device,"100,000,000+",Free,0,Everyone,Education;Education,"August 1, 2018",Varies with device,Varies with device,0.20040773809523824,240
Duolingo: Learn Languages Free,FAMILY,4.7,6294397,Varies with device,"100,000,000+",Free,0,Everyone,Education;Education,"August 1, 2018",Varies with device,Varies with device,0.20040773809523824,240
Duolingo: Learn Languages Free,FAMILY,4.7,6297590,Varies with device,"100,000,000+",Free,0,Everyone,Education;Education,"August 6, 2018",Varies with device,Varies with device,0.20040773809523824,240
Babbel – Learn Languages,EDUCATION,4.3,266948,21M,"10,000,000+",Free,0,Everyone,Education,"July 30, 2018",20.7.2,4.4 and up,0.39163615319865325,48
Babbel – Learn Languages,EDUCATION,4.3,266935,21M,"10,000,000+",Free,0,Everyone,Education,"July 30, 2018",20.7.2,4.4 and up,0.39163615319865325,48
Babbel – Learn Languages,EDUCATION,4.3,266948,21M,"10,000,000+",Free,0,Everyone,Education,"July 30, 2018",20.7.2,4.4 and up,0.39163615319865325,48
Babbel – Learn Languages,FAMILY,4.3,267787,21M,"10,000,000+",Free,0,Everyone,Education,"July 30, 2018",20.7.2,4.4 and up,0.39163615319865325,48
Flippy Campus - Buy & sell on campus at a discount,EDUCATION,4.0,889,7.4M,"500,000+",Free,0,Everyone,Education,"March 9, 2018",2.2.4,4.2 and up,0.39528393175452,34
ABC Preschool Free,EDUCATION,3.8,27572,25M,"5,000,000+",Free,0,Everyone,Education;Education,"October 25, 2017",3.0,2.3 and up,0.22080488040123453,36
English with Lingualeo,EDUCATION,4.7,254519,27M,"5,000,000+",Free,0,Everyone,Education,"July 20, 2018",2.8.1,4.1 and up,0.13516865079365079,8
Brilliant,EDUCATION,4.5,41185,Varies with device,"1,000,000+",Free,0,Everyone,Education,"August 3, 2018",Varies with device,Varies with device,0.24165483276643993,28
Brilliant,EDUCATION,4.5,41185,Varies with device,"1,000,000+",Free,0,Everyone,Education,"August 3, 2018",Varies with device,Varies with device,0.24165483276643993,28
C++ Tutorials,EDUCATION,4.1,358,1.9M,"50,000+",Free,0,Everyone,Education,"August 21, 2014",1.1,2.3 and up,0.5309259259259259,36
C++ Programming,EDUCATION,4.3,11904,1.8M,"1,000,000+",Free,0,Everyone,Education,"August 22, 2015",2.0,2.3 and up,0.1964510494328203,36
C Programming,EDUCATION,4.3,22251,1.8M,"1,000,000+",Free,0,Everyone,Education,"June 28, 2015",3.0,2.3 and up,0.2768000669964956,35
C Programming,FAMILY,4.3,22248,1.8M,"1,000,000+",Free,0,Everyone,Education,"June 28, 2015",3.0,2.3 and up,0.2768000669964956,35
GMAT Question Bank,EDUCATION,4.2,240,29M,"10,000+",Free,0,Everyone,Education,"April 29, 2015",1.2.0,2.3.3 and up,0.2688999236058059,34
GRE Tutor,EDUCATION,4.0,275,2.3M,"50,000+",Free,0,Everyone,Education,"December 2, 2013",2.9,2.1 and up,0.40869463869463873,39
GRE Flashcards,EDUCATION,4.5,13791,Varies with device,"500,000+",Free,0,Everyone,Education,"June 6, 2018",Varies with device,Varies with device,0.2620552874979959,36
GMAT Math Flashcards,EDUCATION,4.4,1769,Varies with device,"100,000+",Free,0,Everyone,Education,"July 11, 2018",Varies with device,Varies with device,0.41273599712401793,36
GRE Prep & Practice by Magoosh,EDUCATION,4.4,3963,Varies with device,"100,000+",Free,0,Everyone,Education,"June 6, 2018",Varies with device,Varies with device,0.38801571268237933,36
Babbel – Learn Spanish,EDUCATION,4.4,54798,11M,"1,000,000+",Free,0,Everyone,Education,"July 30, 2018",20.7.2,4.4 and up,0.3093640734265735,39
HomeWork,EDUCATION,4.3,16195,5.2M,"1,000,000+",Free,0,Everyone,Education,"September 20, 2016",8.5.2,4.0 and up,1.0,1
Common Core,EDUCATION,4.0,835,15M,"100,000+",Free,0,Everyone,Education,"December 20, 2016",2.3.1,2.3 and up,-0.008810779993815715,8
Homework Planner,EDUCATION,4.0,2525,1.2M,"100,000+",Free,0,Everyone,Education,"January 11, 2015",15.9.4,4.0 and up,0.2775236133048633,37
Edmodo,EDUCATION,4.1,200058,18M,"10,000,000+",Free,0,Everyone,Education,"July 20, 2018",9.12.5,4.0.3 and up,0.40415553494124923,35
Edmodo,FAMILY,4.1,200214,18M,"10,000,000+",Free,0,Everyone,Education,"August 6, 2018",9.12.6,4.0.3 and up,0.40415553494124923,35
"HelloTalk — Chat, Speak & Learn Foreign Languages",EDUCATION,4.4,84309,41M,"5,000,000+",Free,0,Everyone,Education,"July 25, 2018",2.6.6,4.1 and up,0.20232638888888888,3
"HelloTalk — Chat, Speak & Learn Foreign Languages",EDUCATION,4.4,84311,41M,"5,000,000+",Free,0,Everyone,Education,"July 25, 2018",2.6.6,4.1 and up,0.20232638888888888,3
Canvas Student,EDUCATION,4.5,42828,Varies with device,"1,000,000+",Free,0,Everyone,Education,"July 20, 2018",Varies with device,Varies with device,0.125,4
EasyBib: Citation Generator,EDUCATION,3.5,1405,7.3M,"100,000+",Free,0,Everyone,Education,"March 29, 2018",2.4.4,4.0 and up,0.07183166248955723,38
Hotstar,ENTERTAINMENT,4.3,4885646,Varies with device,"100,000,000+",Free,0,Teen,Entertainment,"August 3, 2018",Varies with device,Varies with device,0.03817782617308287,32
H TV,ENTERTAINMENT,4.3,103078,5.6M,"5,000,000+",Free,0,Everyone,Entertainment,"July 5, 2018",4.6.2,2.3.3 and up,0.30211538461538456,39
H TV,FAMILY,4.3,103064,5.6M,"5,000,000+",Free,0,Everyone,Entertainment,"July 5, 2018",4.6.2,2.3.3 and up,0.30211538461538456,39
DStv Now,ENTERTAINMENT,3.9,34923,Varies with device,"5,000,000+",Free,0,Teen,Entertainment,"July 27, 2018",Varies with device,Varies with device,0.023143659003033997,39
BBC Media Player,ENTERTAINMENT,3.4,87384,Varies with device,"10,000,000+",Free,0,Everyone,Entertainment,"September 14, 2016",Varies with device,Varies with device,-0.02851983375420876,24
Amazon Prime Video,ENTERTAINMENT,4.2,411683,24M,"50,000,000+",Free,0,Teen,Entertainment,"August 2, 2018",3.0.231.18141,4.1 and up,0.46111111111111114,2
Cinemark Theatres,ENTERTAINMENT,4.1,21867,39M,"1,000,000+",Free,0,Teen,Entertainment,"July 12, 2018",2.19.0,5.0 and up,0.07015540674603174,40
Fandango Movies - Times + Tickets,ENTERTAINMENT,4.6,243747,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,"August 2, 2018",Varies with device,Varies with device,0.14260188855156392,66
Fandango Movies - Times + Tickets,ENTERTAINMENT,4.6,243747,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,"August 2, 2018",Varies with device,Varies with device,0.14260188855156392,66
Harkins Theatres,ENTERTAINMENT,4.3,1511,12M,"100,000+",Free,0,Everyone,Entertainment,"June 11, 2018",2.1.1,4.1 and up,0.08864442831572626,22
AMC Theatres,ENTERTAINMENT,4.3,44550,72M,"1,000,000+",Free,0,Everyone,Entertainment,"July 18, 2018",6.18.3,5.0 and up,0.13569444444444442,6
Food Network,ENTERTAINMENT,4.1,7813,Varies with device,"500,000+",Free,0,Teen,Entertainment,"July 27, 2018",Varies with device,Varies with device,0.02835485768144218,71
Food Network,ENTERTAINMENT,4.1,7813,Varies with device,"500,000+",Free,0,Teen,Entertainment,"July 27, 2018",Varies with device,Varies with device,0.02835485768144218,71
Food Network,FAMILY,4.1,7823,Varies with device,"500,000+",Free,0,Teen,Entertainment,"July 27, 2018",Varies with device,Varies with device,0.02835485768144218,71
Cooking Channel,ENTERTAINMENT,4.1,1033,16M,"100,000+",Free,0,Teen,Entertainment,"July 27, 2018",Varies with device,Varies with device,0.3640189440189441,39
Animal Planet GO,ENTERTAINMENT,4.2,2442,9.6M,"100,000+",Free,0,Teen,Entertainment,"July 24, 2018",2.9.4,4.1 and up,0.27357142857142863,21
Crunchyroll - Everything Anime,ENTERTAINMENT,3.7,310066,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,"March 5, 2018",Varies with device,Varies with device,0.17751003336940832,120
Crunchyroll - Everything Anime,ENTERTAINMENT,3.7,310095,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,"March 5, 2018",Varies with device,Varies with device,0.17751003336940832,120
Crunchyroll - Everything Anime,ENTERTAINMENT,3.7,310066,Varies with device,"10,000,000+",Free,0,Teen,Entertainment,"March 5, 2018",Varies with device,Varies with device,0.17751003336940832,120
Acorn TV: World-class TV from Britain and Beyond,ENTERTAINMENT,3.0,493,23M,"50,000+",Free,0,Everyone,Entertainment,"June 15, 2018",2.0.0,4.4 and up,0.08605839058284712,23
HISTORY: Watch TV Show Full Episodes & Specials,ENTERTAINMENT,4.1,33387,20M,"1,000,000+",Free,0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up,0.2112787731438599,61
HISTORY: Watch TV Show Full Episodes & Specials,ENTERTAINMENT,4.1,33387,20M,"1,000,000+",Free,0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up,0.2112787731438599,61
HISTORY: Watch TV Show Full Episodes & Specials,ENTERTAINMENT,4.1,33387,20M,"1,000,000+",Free,0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up,0.2112787731438599,61
FOX NOW - On Demand & Live TV,ENTERTAINMENT,3.9,60841,Varies with device,"5,000,000+",Free,0,Teen,Entertainment,"July 26, 2018",Varies with device,4.4 and up,0.04809023630759121,110
FOX NOW - On Demand & Live TV,ENTERTAINMENT,3.9,60841,Varies with device,"5,000,000+",Free,0,Teen,Entertainment,"July 26, 2018",Varies with device,4.4 and up,0.04809023630759121,110
FOX NOW - On Demand & Live TV,ENTERTAINMENT,3.9,60841,Varies with device,"5,000,000+",Free,0,Teen,Entertainment,"July 26, 2018",Varies with device,4.4 and up,0.04809023630759121,110
A&E - Watch Full Episodes of TV Shows,ENTERTAINMENT,4.0,29706,19M,"1,000,000+",Free,0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up,0.35388257575757576,38
A&E - Watch Full Episodes of TV Shows,ENTERTAINMENT,4.0,29706,19M,"1,000,000+",Free,0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up,0.35388257575757576,38
A&E - Watch Full Episodes of TV Shows,ENTERTAINMENT,4.0,29706,19M,"1,000,000+",Free,0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up,0.35388257575757576,38
A&E - Watch Full Episodes of TV Shows,FAMILY,4.0,29708,19M,"1,000,000+",Free,0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up,0.35388257575757576,38
BET NOW - Watch Shows,ENTERTAINMENT,4.2,14807,19M,"1,000,000+",Free,0,Teen,Entertainment,"July 8, 2018",11.45.0,4.4 and up,0.0510880756974507,108
BET NOW - Watch Shows,ENTERTAINMENT,4.2,14807,19M,"1,000,000+",Free,0,Teen,Entertainment,"July 8, 2018",11.45.0,4.4 and up,0.0510880756974507,108
BET NOW - Watch Shows,ENTERTAINMENT,4.2,14807,19M,"1,000,000+",Free,0,Teen,Entertainment,"July 8, 2018",11.45.0,4.4 and up,0.0510880756974507,108
Comedy Central,ENTERTAINMENT,3.9,22378,19M,"1,000,000+",Free,0,Teen,Entertainment,"July 8, 2018",11.45.0,4.4 and up,0.17142376628681777,80
Comedy Central,ENTERTAINMENT,3.9,22378,19M,"1,000,000+",Free,0,Teen,Entertainment,"July 8, 2018",11.45.0,4.4 and up,0.17142376628681777,80
CW Seed,ENTERTAINMENT,4.5,16372,13M,"500,000+",Free,0,Teen,Entertainment,"July 18, 2018",1.16,4.4 and up,0.3055693342151675,36
CW Seed,FAMILY,4.5,16391,13M,"500,000+",Free,0,Teen,Entertainment,"July 18, 2018",1.16,4.4 and up,0.3055693342151675,36
HBO GO: Stream with TV Package,ENTERTAINMENT,3.8,87723,32M,"10,000,000+",Free,0,Teen,Entertainment,"July 19, 2018",16.0.0.437,4.1 and up,-0.05565271172019292,25
HBO GO: Stream with TV Package,FAMILY,3.8,87734,32M,"10,000,000+",Free,0,Teen,Entertainment,"July 19, 2018",16.0.0.437,4.1 and up,-0.05565271172019292,25
FOX,ENTERTAINMENT,3.7,197774,44M,"10,000,000+",Free,0,Mature 17+,Entertainment,"June 25, 2018",6.6.1,4.4 and up,0.21398402523402524,78
FOX,ENTERTAINMENT,3.7,197774,44M,"10,000,000+",Free,0,Mature 17+,Entertainment,"June 25, 2018",6.6.1,4.4 and up,0.21398402523402524,78
Hamilton — The Official App,ENTERTAINMENT,4.5,1575,43M,"100,000+",Free,0,Everyone,Entertainment,"July 13, 2018",2.3.2,5.0 and up,0.1610472318136008,36
Funny Pics,ENTERTAINMENT,3.9,9941,Varies with device,"1,000,000+",Free,0,Teen,Entertainment,"July 7, 2017",Varies with device,Varies with device,0.15368272005772007,15
Colorfy: Coloring Book for Adults - Free,ENTERTAINMENT,4.5,787177,Varies with device,"10,000,000+",Free,0,Everyone,Entertainment,"June 20, 2018",Varies with device,Varies with device,0.046784878791172414,133
Colorfy: Coloring Book for Adults - Free,FAMILY,4.5,787107,Varies with device,"10,000,000+",Free,0,Everyone,Entertainment,"June 20, 2018",Varies with device,Varies with device,0.046784878791172414,133
All Events in City,EVENTS,4.0,3782,9.5M,"100,000+",Free,0,Everyone,Events,"June 12, 2018",8.4,4.0.3 and up,0.5028597402597402,25
DroidAdmin for Android - Advice,EVENTS,4.2,811,2.8M,"10,000+",Free,0,Everyone,Events,"May 29, 2018",3.8,4.0 and up,0.1261752136752137,39
Happy Birthday Songs Offline,EVENTS,4.4,464,8.9M,"100,000+",Free,0,Everyone,Events,"December 4, 2017",1.3,4.1 and up,0.36470588235294116,17
"Gametime - Tickets to Sports, Concerts, Theater",EVENTS,4.5,8800,24M,"1,000,000+",Free,0,Everyone,Events,"July 17, 2018",11.1.1,5.0 and up,0.3797400972400972,37
Goldstar: Live Event Tickets,EVENTS,4.5,1953,Varies with device,"100,000+",Free,0,Teen,Events,"August 1, 2018",Varies with device,Varies with device,0.5492664141414142,40
Citibanamex Movil,FINANCE,3.6,52306,42M,"5,000,000+",Free,0,Everyone,Finance,"July 27, 2018",20.1.0,5.0 and up,0.15006144781144778,39
Bualuang mBanking,FINANCE,4.0,48445,10M,"5,000,000+",Free,0,Everyone,Finance,"July 16, 2018",2.6.0,4.0.3 and up,0.004322019211725087,34
BBVA Spain,FINANCE,4.2,36746,Varies with device,"5,000,000+",Free,0,Everyone,Finance,"July 24, 2018",Varies with device,Varies with device,0.515085705540251,33
Ecobank Mobile Banking,FINANCE,4.0,12073,42M,"1,000,000+",Free,0,Everyone,Finance,"May 25, 2018",3.3,4.2 and up,-0.014860031943365274,39
Banorte Movil,FINANCE,4.1,111632,65M,"1,000,000+",Free,0,Everyone,Finance,"June 9, 2018",5.10.1.40699,4.4 and up,0.116998667998668,26
Credit Karma,FINANCE,4.7,706301,Varies with device,"10,000,000+",Free,0,Everyone,Finance,"July 31, 2018",Varies with device,Varies with device,0.27005168006596575,35
Credit Karma,FINANCE,4.7,706302,Varies with device,"10,000,000+",Free,0,Everyone,Finance,"July 31, 2018",Varies with device,Varies with device,0.27005168006596575,35
